TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,AmountGroup,Target,PCA1,PCA2
414.77,2024-01-01 17:37:04,Debit,San Francisco,Online,29.0,Doctor,274.0,1.0,5599.81,2024-11-04 08:08:05,Dewasa Muda,Besar,2,-0.8006170874057267,-1.0154110652219466
886.19,2023-08-21 17:32:04,Debit,Colorado Springs,Branch,61.0,Retired,69.0,1.0,7904.24,2024-11-04 08:08:29,Lansia,Besar,2,0.9870126817516011,2.5819028750098862
440.03,2023-11-29 16:11:50,Debit,San Jose,Online,49.0,Engineer,88.0,1.0,1490.44,2024-11-04 08:10:19,Paruh Baya,Besar,2,-0.5139652420847218,0.9197837079090624
211.36,2023-03-23 16:16:29,Debit,Nashville,ATM,56.0,Retired,285.0,1.0,1532.72,2024-11-04 08:07:26,Paruh Baya,Sedang,0,-0.4035780158509551,-1.809696731415599
76.39,2023-01-13 17:19:33,Debit,Denver,Branch,18.0,Student,219.0,1.0,5976.0,2024-11-04 08:10:09,Remaja,Kecil,1,-0.9704945165393359,-1.5827598003009316
595.91,2023-08-10 18:39:04,Credit,San Antonio,ATM,19.0,Student,162.0,1.0,1673.76,2024-11-04 08:10:21,Remaja,Besar,2,-1.8308790234374606,0.7092144922953462
6.03,2023-08-09 18:42:25,Debit,Chicago,Branch,76.0,Retired,70.0,1.0,3290.72,2024-11-04 08:09:27,Lansia,Kecil,0,1.0736135385151948,-0.350235242291218
249.34,2023-08-15 17:21:47,Debit,Charlotte,ATM,26.0,Engineer,197.0,1.0,3030.97,2024-11-04 08:07:57,Dewasa Muda,Sedang,1,-1.2226278826382804,-0.7923493373538827
421.52,2023-08-15 17:35:08,Debit,San Jose,Branch,20.0,Student,67.0,1.0,369.86,2024-11-04 08:10:21,Remaja,Besar,1,-1.8367089620552532,1.0805271216448105
189.77,2023-02-27 16:08:40,Debit,Raleigh,Branch,58.0,Engineer,24.0,1.0,6570.36,2024-11-04 08:11:28,Paruh Baya,Sedang,0,0.9454433743861023,0.7250990713134873
73.19,2023-10-18 16:20:15,Debit,Atlanta,Branch,76.0,Retired,213.0,1.0,2264.98,2024-11-04 08:10:26,Lansia,Kecil,0,0.672461888555126,-1.5565009803751746
188.13,2023-06-02 18:12:29,Credit,Jacksonville,Online,75.0,Retired,198.0,1.0,5029.87,2024-11-04 08:10:08,Lansia,Sedang,0,1.1118477295345819,-1.0258816961288595
30.52,2023-05-19 17:19:00,Debit,Jacksonville,Branch,62.0,Doctor,122.0,1.0,12327.74,2024-11-04 08:07:18,Lansia,Kecil,3,2.0800131396342763,-0.7850086980285746
170.24,2023-06-05 16:24:12,Debit,San Francisco,Branch,62.0,Retired,133.0,1.0,5172.99,2024-11-04 08:08:04,Lansia,Sedang,0,0.713471889756858,-0.4302579263044356
56.62,2023-02-27 17:59:36,Debit,Austin,Branch,54.0,Doctor,121.0,1.0,8981.1,2024-11-04 08:08:45,Paruh Baya,Kecil,3,1.1453082995035755,-0.6844536945777385
53.14,2023-04-21 17:19:56,Debit,Las Vegas,ATM,34.0,Doctor,70.0,1.0,7915.0,2024-11-04 08:07:15,Dewasa Muda,Kecil,3,0.2247663802865835,-0.1778187778798755
587.23,2023-07-31 17:54:28,Debit,Omaha,Online,27.0,Student,144.0,1.0,500.84,2024-11-04 08:09:21,Dewasa Muda,Besar,2,-1.6984869393043476,0.8572956942691891
211.36,2023-01-06 17:52:11,Debit,Phoenix,Branch,43.0,Doctor,75.0,1.0,13784.4,2024-11-04 08:06:59,Paruh Baya,Sedang,3,1.5833071258150715,0.2915345927755828
21.27,2023-07-24 17:01:19,Credit,Indianapolis,Online,62.0,Retired,114.0,1.0,7392.79,2024-11-04 08:09:54,Lansia,Kecil,0,1.1976223834749011,-0.7345962388812315
76.02,2023-07-12 16:58:17,Credit,Albuquerque,Online,34.0,Doctor,189.0,1.0,14765.41,2024-11-04 08:11:51,Dewasa Muda,Kecil,3,1.3027602419378073,-1.2927783711205905
155.51,2023-08-21 18:51:06,Debit,Raleigh,ATM,68.0,Doctor,15.0,1.0,5360.19,2024-11-04 08:08:23,Lansia,Sedang,0,1.148278202032716,0.6976447549664819
135.15,2023-03-20 17:13:09,Debit,Colorado Springs,Online,72.0,Retired,50.0,1.0,5878.14,2024-11-04 08:10:37,Lansia,Sedang,0,1.3627159951715921,0.2786252826437053
39.48,2023-05-26 16:47:51,Debit,Omaha,ATM,56.0,Retired,38.0,1.0,5889.51,2024-11-04 08:11:50,Paruh Baya,Kecil,0,0.7798052092082524,0.08808263336493384
451.68,2023-04-18 18:55:32,Debit,Houston,Online,33.0,Engineer,15.0,1.0,4381.54,2024-11-04 08:09:51,Dewasa Muda,Besar,2,-0.5329630999207465,1.6938710425909154
19.11,2023-09-18 16:31:03,Credit,Colorado Springs,Online,45.0,Engineer,160.0,1.0,8478.46,2024-11-04 08:11:45,Paruh Baya,Kecil,3,0.6581620876134113,-1.194688022222436
355.0,2023-08-29 16:50:17,Credit,Fort Worth,Online,26.0,Student,33.0,1.0,185.47,2024-11-04 08:10:34,Dewasa Muda,Besar,1,-1.5614740687982163,1.1974146875333054
427.69,2023-03-28 16:02:03,Debit,Raleigh,ATM,43.0,Engineer,236.0,1.0,2443.54,2024-11-04 08:11:53,Paruh Baya,Besar,2,-0.7713055307306363,-0.5978990193711016
254.86,2023-01-26 17:21:46,Debit,Boston,Branch,23.0,Student,102.0,1.0,699.9,2024-11-04 08:11:39,Remaja,Sedang,1,-1.6414913533843003,0.17709987806802954
19.48,2023-07-10 16:01:03,Debit,Dallas,ATM,27.0,Engineer,114.0,1.0,4739.59,2024-11-04 08:09:17,Dewasa Muda,Kecil,1,-0.6763931708859091,-0.7254801697839833
190.17,2023-06-09 17:41:13,Debit,Baltimore,ATM,49.0,Doctor,265.0,1.0,12893.85,2024-11-04 08:08:48,Paruh Baya,Sedang,3,1.4161508074999967,-1.679742355762798
91.38,2023-04-03 16:41:47,Debit,Jacksonville,ATM,45.0,Retired,179.0,1.0,2402.58,2024-11-04 08:06:39,Paruh Baya,Kecil,1,-0.4977871591546671,-1.1436713723458842
206.63,2023-12-07 16:11:01,Credit,Oklahoma City,Online,59.0,Retired,128.0,1.0,7626.53,2024-11-04 08:10:42,Paruh Baya,Sedang,0,1.0328218098716466,-0.25900612484917496
93.22,2023-04-07 17:11:35,Debit,Charlotte,Online,52.0,Retired,52.0,1.0,1014.63,2024-11-04 08:09:41,Paruh Baya,Kecil,0,-0.30358073387387374,0.1290338737060868
547.98,2023-10-24 17:04:59,Debit,Oklahoma City,ATM,28.0,Student,171.0,1.0,1358.54,2024-11-04 08:09:17,Dewasa Muda,Besar,2,-1.5240306083842594,0.4567811054614983
641.06,2023-12-11 16:09:08,Debit,Colorado Springs,ATM,23.0,Student,25.0,1.0,1602.13,2024-11-04 08:07:21,Remaja,Besar,2,-1.5198598922037172,2.2263314912457246
836.45,2023-02-27 16:02:00,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.89,2024-11-04 08:12:12,Lansia,Besar,2,-0.10767166310824561,2.478418311909402
189.45,2023-03-21 17:12:03,Credit,Boston,Branch,53.0,Doctor,62.0,1.0,12578.75,2024-11-04 08:09:31,Paruh Baya,Sedang,3,1.787651420674955,0.3449834754591293
91.84,2023-07-05 17:21:56,Credit,Mesa,Branch,67.0,Retired,80.0,1.0,1712.41,2024-11-04 08:08:32,Lansia,Kecil,0,0.3834238906471553,-0.161708819027527
609.52,2023-07-28 16:03:27,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,2024-11-04 08:08:19,Lansia,Besar,2,0.8314937249118568,0.6596021520989426
859.3,2023-08-01 17:18:04,Credit,Colorado Springs,Branch,78.0,Retired,68.0,1.0,1146.78,2024-11-04 08:06:56,Lansia,Besar,2,0.44732401620742196,2.497295406154522
100.01,2023-06-29 16:06:51,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,2024-11-04 08:09:27,Paruh Baya,Sedang,0,0.5767379400593868,0.04121271874177559
28.78,2023-08-07 16:08:04,Credit,Tucson,Online,40.0,Doctor,51.0,1.0,680.55,2024-11-04 08:11:39,Dewasa Muda,Kecil,1,-0.8163478335947331,-0.06950891119178804
111.08,2023-05-15 17:46:13,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,2024-11-04 08:10:59,Lansia,Sedang,0,1.4589299074094246,-0.13037170511614113
52.23,2023-09-11 18:08:19,Credit,San Francisco,Branch,28.0,Student,96.0,1.0,105.01,2024-11-04 08:08:11,Dewasa Muda,Kecil,1,-1.466867148583333,-0.43641792485187314
78.62,2023-07-31 16:46:29,Debit,Oklahoma City,Branch,32.0,Doctor,52.0,1.0,1360.85,2024-11-04 08:08:12,Dewasa Muda,Kecil,1,-1.0310658577291179,0.08882338624092138
47.79,2023-09-15 17:00:20,Debit,Denver,Branch,25.0,Student,37.0,1.0,1649.92,2024-11-04 08:11:55,Remaja,Kecil,1,-1.2256700190186065,0.13937445200932447
333.97,2023-03-22 16:18:37,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,2024-11-04 08:11:48,Paruh Baya,Besar,0,0.3827644919319973,0.995916897138832
30.87,2023-07-12 16:50:42,Debit,Fresno,ATM,33.0,Doctor,295.0,1.0,14348.65,2024-11-04 08:10:43,Dewasa Muda,Kecil,3,1.0635230109507272,-2.501222584817249
710.43,2023-03-08 17:07:21,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,2024-11-04 08:08:42,Lansia,Besar,2,0.8165248059504118,1.5377414465495174
220.23,2023-09-18 18:35:23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,2024-11-04 08:06:33,Paruh Baya,Sedang,1,-0.34325530189616604,0.5939311066263921
27.28,2023-12-25 16:30:45,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,2024-11-04 08:09:42,Dewasa Muda,Kecil,3,0.5011270615365971,-0.521916808533298
101.52,2023-08-09 16:22:25,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9,2024-11-04 08:08:38,Paruh Baya,Sedang,0,-0.30465294950351246,-0.30215169977477924
162.65,2023-05-11 17:15:10,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,2024-11-04 08:11:20,Paruh Baya,Sedang,3,1.3645610798879557,-0.5950663263826805
10.52,2023-07-19 17:38:50,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,2024-11-04 08:11:06,Paruh Baya,Kecil,0,0.14082454502320058,0.07324089395368795
270.72,2023-03-27 17:25:32,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,2024-11-04 08:12:10,Dewasa Muda,Sedang,3,0.09339035403207172,0.871730840230974
202.34,2023-01-10 16:32:06,Debit,New York,Online,20.0,Student,134.0,1.0,4734.110000000001,2024-11-04 08:11:25,Remaja,Sedang,1,-1.0508418298979407,-0.3164315138153333
247.58,2023-05-29 18:40:32,Debit,San Antonio,ATM,39.0,Engineer,152.0,1.0,778.74,2024-11-04 08:07:18,Dewasa Muda,Sedang,1,-1.0541083385812768,-0.3533268813946566
686.17,2023-10-03 17:27:25,Debit,Denver,ATM,61.0,Retired,112.0,1.0,2246.15,2024-11-04 08:07:37,Lansia,Besar,2,-0.023062746124370995,1.4905638597047222
359.65,2023-01-12 17:58:56,Credit,Jacksonville,Online,25.0,Student,289.0,1.0,219.53,2024-11-04 08:09:04,Remaja,Besar,1,-1.9364319948579307,-1.3451192874046454
109.91,2023-05-01 16:23:22,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,2024-11-04 08:10:57,Dewasa Muda,Sedang,3,1.2410119778844106,-0.19232596026394477
215.72,2023-10-11 18:04:39,Credit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,2024-11-04 08:11:54,Dewasa Muda,Sedang,3,0.05799598592277135,-0.30709556337222055
490.76,2023-01-02 16:45:05,Debit,Columbus,Online,66.0,Retired,156.0,1.0,6414.11,2024-11-04 08:09:44,Lansia,Besar,2,0.9477303315143427,0.40021561494530306
224.28,2023-02-15 16:50:13,Debit,Chicago,Online,64.0,Retired,68.0,1.0,5767.51,2024-11-04 08:10:52,Lansia,Sedang,0,0.967076483366661,0.3974604444320481
614.03,2023-05-08 16:37:14,Debit,Dallas,ATM,68.0,Retired,51.0,1.0,4734.110000000001,2024-11-04 08:08:12,Lansia,Besar,2,0.815332292038468,1.857632448398064
608.79,2023-11-03 18:37:18,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,2024-11-04 08:12:18,Paruh Baya,Besar,2,-0.15723952246719153,0.7867107872032088
186.55,2023-06-21 16:49:10,Debit,Philadelphia,Branch,48.0,Engineer,288.0,1.0,4734.110000000001,2024-11-04 08:07:18,Paruh Baya,Sedang,0,-0.13506427400898316,-1.919326605334596
840.16,2023-03-20 16:35:53,Credit,Colorado Springs,Branch,20.0,Student,68.0,1.0,1236.76,2024-11-04 08:12:12,Remaja,Besar,2,-1.8371021225592217,2.457781219557834
203.34,2023-12-20 17:13:50,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,2024-11-04 08:09:43,Paruh Baya,Sedang,3,2.2388468121548386,0.3479249997108867
90.88,2023-11-20 17:08:33,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,2024-11-04 08:10:50,Dewasa Muda,Kecil,3,-0.5364751576691907,-2.187879544556148
60.11,2023-11-27 17:39:39,Credit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,2024-11-04 08:08:09,Lansia,Kecil,0,1.104188497966315,-0.6853739173550365
393.92,2023-05-16 16:57:35,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,2024-11-04 08:12:07,Lansia,Besar,0,1.5316080492833377,1.1658869379576062
19.39,2023-11-17 16:39:20,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,2024-11-04 08:11:24,Paruh Baya,Kecil,3,0.9797471296901392,-0.043986576083427584
557.41,2023-04-14 16:52:23,Credit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,2024-11-04 08:09:54,Lansia,Besar,0,0.9959721935583664,1.6854189106048438
57.07,2023-08-25 16:30:02,Credit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,2024-11-04 08:11:35,Dewasa Muda,Kecil,3,0.32134967902110056,-0.45368865230938027
395.27,2023-08-07 16:38:52,Credit,Miami,Online,18.0,Student,167.0,1.0,1764.08,2024-11-04 08:08:21,Remaja,Besar,1,-1.7858705819520604,-0.005316236133541228
289.05,2023-06-09 17:58:00,Debit,New York,ATM,75.0,Retired,116.0,1.0,5683.49,2024-11-04 08:11:58,Lansia,Sedang,0,1.3016269035416153,0.12790750312613253
46.11,2023-03-27 17:07:20,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,2024-11-04 08:10:44,Dewasa Muda,Kecil,1,-0.5171572877092795,-1.8290435970694319
335.5,2023-08-14 16:01:02,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,2024-11-04 08:12:23,Lansia,Besar,0,1.0366972879891134,0.976186033386563
388.07,2023-09-05 17:34:08,Debit,Seattle,Online,24.0,Student,68.0,1.0,289.71,2024-11-04 08:10:37,Remaja,Besar,1,-1.6809196912060138,0.9580417524424701
520.86,2023-03-20 16:29:02,Credit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,2024-11-04 08:08:47,Paruh Baya,Besar,2,0.9652001865686975,1.4049507835483843
787.41,2023-06-19 16:22:28,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.87,2024-11-04 08:06:44,Remaja,Besar,2,-1.7499556590923286,2.5709204646743227
31.7,2023-06-01 16:56:33,Credit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.9,2024-11-04 08:08:02,Paruh Baya,Kecil,0,-0.5804601662945528,-0.7626967038304542
22.3,2023-05-01 16:57:17,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.35,2024-11-04 08:12:18,Remaja,Kecil,1,-1.5272837487090871,-0.4730090958003193
203.12,2023-01-18 16:59:48,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.39,2024-11-04 08:09:15,Paruh Baya,Sedang,0,-0.2571386922031661,-0.7976825904700671
315.94,2023-02-27 17:06:57,Credit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.71,2024-11-04 08:12:09,Paruh Baya,Besar,3,0.5525837385619299,-0.3323441698349778
0.26,2023-11-23 16:14:48,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,2024-11-04 08:07:45,Remaja,Kecil,1,-1.553897184513239,-1.3752494178502572
210.77,2023-05-31 16:50:20,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,2024-11-04 08:11:21,Lansia,Sedang,0,1.05992699539792,-0.5795196166175325
406.65,2023-11-08 18:32:44,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,2024-11-04 08:11:01,Paruh Baya,Besar,3,1.8816438620963052,0.6133657730074125
422.9,2023-02-27 16:15:53,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,2024-11-04 08:10:52,Dewasa Muda,Besar,2,0.2166231674099536,0.6354845219085444
20.62,2023-06-21 17:10:18,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,2024-11-04 08:08:49,Dewasa Muda,Kecil,3,0.9041301278941845,-1.8360501223728347
174.39,2023-01-09 16:08:52,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,2024-11-04 08:11:01,Remaja,Sedang,1,-1.6054117196738185,0.5715371821737012
7.86,2023-10-16 16:47:15,Credit,Sacramento,Branch,76.0,Retired,91.0,1.0,3621.98,2024-11-04 08:07:51,Lansia,Kecil,0,1.105245561119355,-0.5541101364449589
211.36,2023-01-03 18:18:14,Debit,Denver,Online,49.0,Engineer,44.0,1.0,5212.28,2024-11-04 08:08:55,Paruh Baya,Sedang,0,0.3060076920806528,0.6008039242723318
54.85,2023-09-05 16:05:58,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,2024-11-04 08:09:36,Paruh Baya,Kecil,0,0.2765816019931597,0.11892653411777966
16.55,2023-09-11 17:05:50,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,2024-11-04 08:08:11,Dewasa Muda,Kecil,1,-0.5295155220545533,-1.184794341574342
91.32,2023-11-10 16:43:45,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,2024-11-04 08:08:22,Paruh Baya,Kecil,0,0.1939952342025127,-0.12994234855685774
195.49,2023-06-12 16:34:59,Debit,Memphis,ATM,31.0,Doctor,112.0,1.0,11988.12,2024-11-04 08:08:35,Dewasa Muda,Sedang,3,0.7363492949141822,-0.12546210234146551
49.62,2023-12-07 16:19:07,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.42,2024-11-04 08:07:23,Paruh Baya,Kecil,0,0.26733089649266795,-0.6069635239317116
487.16,2023-01-02 16:01:14,Credit,Los Angeles,Branch,28.0,Student,84.0,1.0,321.21,2024-11-04 08:12:22,Dewasa Muda,Besar,1,-1.5743091286516036,1.1248879105433969
405.6,2023-08-08 17:41:41,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,2024-11-04 08:09:24,Dewasa Muda,Besar,3,0.5810348213842514,1.2484704137924787
512.95,2023-10-16 17:08:36,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,2024-11-04 08:10:05,Paruh Baya,Besar,2,1.1744754755966749,0.6066684122042689
345.94,2023-10-09 17:32:57,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,2024-11-04 08:11:40,Dewasa Muda,Besar,3,-0.18023300297374556,-0.13552597585550175
356.56,2023-10-09 17:23:21,Debit,New York,Online,47.0,Engineer,52.0,1.0,2485.73,2024-11-04 08:11:57,Paruh Baya,Besar,0,-0.33377811444209454,1.0035174277603567
10.31,2023-01-13 16:23:56,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,2024-11-04 08:11:14,Dewasa Muda,Kecil,1,-1.007668323527647,-2.417925349033137
211.69,2023-10-20 16:02:07,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,2024-11-04 08:07:50,Dewasa Muda,Sedang,1,-0.32095418699203343,-0.06010079379561786
221.49,2023-09-13 18:11:22,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,2024-11-04 08:11:50,Remaja,Sedang,1,-1.7523801657462805,-0.8728897651881747
278.23,2023-05-04 17:49:33,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,2024-11-04 08:09:46,Paruh Baya,Sedang,3,0.7504732049650118,0.4323856978363241
116.88,2023-10-04 17:10:02,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.34,2024-11-04 08:10:02,Paruh Baya,Sedang,3,0.3466988307083838,-1.899824887532629
328.77,2023-04-03 17:59:23,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,2024-11-04 08:09:57,Dewasa Muda,Besar,3,-0.08635773259344189,-1.0350415961989812
77.53,2023-07-25 18:00:25,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,2024-11-04 08:07:12,Paruh Baya,Kecil,0,0.5306666391462668,0.045287801846017176
421.74,2023-06-20 17:07:05,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,2024-11-04 08:10:18,Lansia,Besar,3,2.1040084156561205,0.6994422617255589
313.69,2023-03-10 16:35:33,Debit,Oklahoma City,Branch,73.0,Retired,152.0,1.0,7093.68,2024-11-04 08:10:23,Lansia,Besar,0,1.4212404063589679,-0.14969386143152566
411.72,2023-06-20 18:43:51,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,2024-11-04 08:11:43,Dewasa Muda,Besar,3,-0.10487837024770887,0.18303346397718961
508.73,2023-07-14 16:22:54,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,2024-11-04 08:09:07,Paruh Baya,Besar,2,0.9741447345440364,1.1319502681021132
153.08,2023-11-27 16:57:08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,2024-11-04 08:09:29,Remaja,Sedang,1,-1.587379102842899,-1.1501254729264392
23.01,2023-06-09 18:33:04,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,2024-11-04 08:09:14,Lansia,Kecil,0,0.9072776495586834,-1.2485816627016662
69.28,2023-10-30 16:36:24,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.74,2024-11-04 08:11:01,Remaja,Kecil,1,-1.526725685564175,-0.7085973875658309
51.25,2023-08-29 16:16:15,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,2024-11-04 08:11:52,Dewasa Muda,Kecil,1,-1.1288973175535237,-0.14023128317246392
407.65,2023-08-07 17:17:34,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.78,2024-11-04 08:08:37,Remaja,Besar,1,-1.9100339352218572,-0.9262189974102236
459.25,2023-05-23 16:44:33,Debit,Tucson,Branch,25.0,Student,59.0,1.0,130.76,2024-11-04 08:11:47,Remaja,Besar,1,-1.68467911655855,1.2835097381503255
301.56,2023-02-09 17:46:49,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,2024-11-04 08:10:23,Paruh Baya,Besar,3,1.1145995166793308,0.1590439901642587
17.67,2023-06-27 17:50:21,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.18,2024-11-04 08:10:55,Lansia,Kecil,0,0.1167370495491376,-0.515648195235851
5.29,2023-03-13 18:24:20,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,2024-11-04 08:11:04,Dewasa Muda,Kecil,3,0.9857764140211808,-0.9563074202464876
401.37,2023-09-18 16:18:19,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,2024-11-04 08:11:41,Paruh Baya,Besar,3,0.26588319831815216,-0.8363398090685682
145.4,2023-07-06 17:53:38,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,2024-11-04 08:09:52,Dewasa Muda,Sedang,1,-0.0746546671870037,0.5866052430517212
556.34,2023-10-19 16:34:22,Debit,Seattle,Online,37.0,Doctor,46.0,1.0,11935.14,2024-11-04 08:07:12,Dewasa Muda,Besar,3,0.9180989328592208,1.7275664986069847
34.31,2023-04-28 16:55:28,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.76,2024-11-04 08:11:26,Remaja,Kecil,1,-1.574319994074937,-2.043470941366312
780.59,2023-06-28 17:58:48,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,2024-11-04 08:07:01,Remaja,Besar,2,-0.8390791790921496,1.488416501653387
282.65,2023-03-08 17:42:36,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,2024-11-04 08:08:51,Dewasa Muda,Sedang,3,1.1272678426701432,-0.32834565118094766
305.27,2023-09-27 16:25:38,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,2024-11-04 08:09:31,Lansia,Besar,3,2.2974688550762146,-0.12689885463717848
185.81,2023-09-20 16:30:06,Debit,Austin,Online,32.0,Doctor,116.0,1.0,9588.71,2024-11-04 08:10:15,Dewasa Muda,Sedang,3,0.3385874843548816,-0.1973856378952129
66.01,2023-10-06 18:39:39,Debit,Milwaukee,Online,49.0,Student,179.0,1.0,3475.99,2024-11-04 08:07:05,Paruh Baya,Kecil,0,-0.13414172356230664,-1.2296465159800243
447.95,2023-01-11 17:27:56,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.4,2024-11-04 08:09:20,Dewasa Muda,Besar,2,-0.1957808897825026,1.0828290424514115
279.3,2023-06-22 17:28:02,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.61,2024-11-04 08:07:20,Remaja,Sedang,1,-1.648475068740809,0.7992890772387358
211.36,2023-05-08 16:25:03,Debit,Indianapolis,Online,33.0,Doctor,27.0,1.0,12063.77,2024-11-04 08:07:00,Dewasa Muda,Sedang,3,0.9365035762542422,0.7757432281399371
611.15,2023-08-11 17:12:30,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.83,2024-11-04 08:09:23,Dewasa Muda,Besar,2,-1.605711938412899,1.1663334333129916
275.2,2023-08-24 17:13:38,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,2024-11-04 08:09:50,Paruh Baya,Sedang,0,-0.2913725465343202,0.4414591725391278
427.79,2023-02-21 17:42:42,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,2024-11-04 08:08:54,Remaja,Besar,1,-1.8788812987698262,-0.11733304528672493
469.13,2023-01-02 16:45:05,Credit,San Antonio,ATM,54.0,Doctor,139.0,1.0,1265.28,2024-11-04 08:07:30,Paruh Baya,Besar,2,-0.43444657668191805,0.504542166805377
102.81,2023-12-04 16:23:00,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,2024-11-04 08:08:07,Lansia,Sedang,0,1.056700962372165,0.20037598263992248
22.61,2023-12-21 17:56:04,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.67,2024-11-04 08:06:47,Remaja,Kecil,1,-1.6960566998930788,-1.0207815597118677
68.28,2023-06-08 18:54:04,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,2024-11-04 08:08:24,Paruh Baya,Kecil,0,-0.055426615960798196,-2.364218122777895
33.65,2023-09-18 17:18:03,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,2024-11-04 08:07:24,Lansia,Kecil,3,2.1580393551868804,-1.0149824119114865
